Source,Target,Weight
Apidae (Suchov),Campanulaceae (Suchov),4
Apidae (Suchov),Caprifoliaceae (Suchov),22
Apidae (Suchov),Caryophyllaceae (Suchov),12
Apidae (Suchov),Fabaceae (Suchov),114
Apidae (Suchov),Geraniaceae (Suchov),82
Apidae (Suchov),Lamiaceae (Suchov),40
Apidae (Telve),Asteraceae (Telve),7
Apidae (Telve),Campanulaceae (Telve),4
Apidae (Telve),Fabaceae (Telve),21
Apidae (Telve),Gentianaceae (Telve),15
Apidae (Telve),Lamiaceae (Telve),1
Apidae (Telve),Onagraceae (Telve),219
Apidae (Telve),Orobanchaceae (Telve),16
Apidae (Telve),Plantaginaceae (Telve),2
Apidae (Telve),Ranunculaceae (Telve),5
Apidae (Terlivka),Asteraceae (Terlivka),1
Apidae (Tiefenellern),Asteraceae (Tiefenellern),7
Apidae (Tiefenellern),Caprifoliaceae (Tiefenellern),2
Apidae (Tiefenellern),Fabaceae (Tiefenellern),2
Apidae (Tiefenellern),Lamiaceae (Tiefenellern),4
Apidae (Tilkerode),Asteraceae (Tilkerode),32
Apidae (Tilkerode),Campanulaceae (Tilkerode),2
Apidae (Tilkerode),Caprifoliaceae (Tilkerode),3
Apidae (Tilkerode),Caryophyllaceae (Tilkerode),1
Apidae (Tilkerode),Fabaceae (Tilkerode),53
Apidae (Tilkerode),Hypericaceae (Tilkerode),1
Apidae (Tilkerode),Lamiaceae (Tilkerode),16
Apidae (Tonadico),Asteraceae (Tonadico),7
Apidae (Tonadico),Lamiaceae (Tonadico),4
Apidae (Tonadico),Orobanchaceae (Tonadico),1
Apidae (Tonadico),Saxifragaceae (Tonadico),1
Apidae (Tournai),Boraginaceae (Tournai),9
Apidae (Tournai),Cornaceae (Tournai),5
Apidae (Tournai),Fabaceae (Tournai),5
Apidae (Tournai),Hypericaceae (Tournai),1
Apidae (Tournai),Rosaceae (Tournai),2
Apidae (Tournai),Scrophulariaceae (Tournai),2
Apidae (UIB),Asphodelaceae (UIB),10
Apidae (UIB),Asteraceae (UIB),2
Apidae (UIB),Caprifoliaceae (UIB),13
Apidae (UIB),Cistaceae (UIB),14
Apidae (UIB),Euphorbiaceae (UIB),2
Apidae (UIB),Fabaceae (UIB),21
Apidae (UIB),Lamiaceae (UIB),14
Apidae (UIB),Rutaceae (UIB),1
Apidae (Urbanizaciones),Cistaceae (Urbanizaciones),23
Apidae (Urbanizaciones),Fabaceae (Urbanizaciones),3
Apidae (Urbanizaciones),Lamiaceae (Urbanizaciones),111
Apidae (Valdobbiadene),Asteraceae (Valdobbiadene),10
Apidae (Valdobbiadene),Campanulaceae (Valdobbiadene),5
Apidae (Valdobbiadene),Lamiaceae (Valdobbiadene),8
Apidae (Valdobbiadene),Ranunculaceae (Valdobbiadene),5
Apidae (Valdobbiadene),Verbenaceae (Valdobbiadene),4
Apidae (Vale de Prazeres),Asteraceae (Vale de Prazeres),9
Apidae (Vale de Prazeres),Boraginaceae (Vale de Prazeres),8
Apidae (Vale de Prazeres),Brassicaceae (Vale de Prazeres),31
Apidae (Vale de Prazeres),Campanulaceae (Vale de Prazeres),58
Apidae (Vale de Prazeres),Cistaceae (Vale de Prazeres),505
Apidae (Vale de Prazeres),Fabaceae (Vale de Prazeres),243
Apidae (Vale de Prazeres),Lamiaceae (Vale de Prazeres),800
Apidae (Vale de Prazeres),Plantaginaceae (Vale de Prazeres),48
Apidae (Vale de Prazeres),Resedaceae (Vale de Prazeres),36
Apidae (Vallarsa),Amaryllidaceae (Vallarsa),42
Apidae (Vallarsa),Apiaceae (Vallarsa),20
Apidae (Vallarsa),Asteraceae (Vallarsa),83
Apidae (Vallarsa),Boraginaceae (Vallarsa),1
Apidae (Vallarsa),Convolvulaceae (Vallarsa),2
Apidae (Vallarsa),Fabaceae (Vallarsa),2
Apidae (Vallarsa),Lamiaceae (Vallarsa),31
Apidae (Valli del Pasubio),Asteraceae (Valli del Pasubio),19
Apidae (Valli del Pasubio),Caprifoliaceae (Valli del Pasubio),9
Apidae (Valli del Pasubio),Fabaceae (Valli del Pasubio),266
Apidae (Valli del Pasubio),Lamiaceae (Valli del Pasubio),13
Apidae (Valli del Pasubio),Onagraceae (Valli del Pasubio),1
Apidae (Viita),Asteraceae (Viita),13
Apidae (Viita),Campanulaceae (Viita),9
Apidae (Viita),Fabaceae (Viita),6
Apidae (Viita),Lamiaceae (Viita),1
Apidae (Viita),Orobanchaceae (Viita),45
Apidae (Villamanrique_este),Cistaceae (Villamanrique_este),46
Apidae (Villamanrique_este),Fabaceae (Villamanrique_este),21
Apidae (Villamanrique_este),Lamiaceae (Villamanrique_este),55
Apidae (Villamanrique_sur),Cistaceae (Villamanrique_sur),96
Apidae (Villamanrique_sur),Fabaceae (Villamanrique_sur),8
Apidae (Villamanrique_sur),Lamiaceae (Villamanrique_sur),83
Apidae (Volpago del Montello),Asteraceae (Volpago del Montello),42
Apidae (Volpago del Montello),Boraginaceae (Volpago del Montello),7
Apidae (Volpago del Montello),Fabaceae (Volpago del Montello),22
Apidae (Volpago del Montello),Lamiaceae (Volpago del Montello),10
Apidae (Volpago del Montello),Verbenaceae (Volpago del Montello),10
Apidae (Voznesens´k),Asteraceae (Voznesens´k),1
Apidae (Voznesens´k),Boraginaceae (Voznesens´k),1
Apidae (Wallersberg),Asteraceae (Wallersberg),7
Apidae (Wallersberg),Fabaceae (Wallersberg),3
Apidae (Wallersberg),Lamiaceae (Wallersberg),2
Apidae (Wallhausen),Asteraceae (Wallhausen),115
Apidae (Wallhausen),Brassicaceae (Wallhausen),1
Apidae (Wallhausen),Caprifoliaceae (Wallhausen),9
Apidae (Wallhausen),Fabaceae (Wallhausen),13
Apidae (Wallhausen),Lamiaceae (Wallhausen),42
Apidae (Wallhausen),Malvaceae (Wallhausen),3
Apidae (Wallhausen),Rosaceae (Wallhausen),1
Apidae (Warchin),Asteraceae (Warchin),7
Apidae (Warchin),Fabaceae (Warchin),1
Apidae (Warchin),Plantaginaceae (Warchin),2
Apidae (Warchin),Poaceae (Warchin),1
Apidae (Warchin),Ranunculaceae (Warchin),1
Apidae (Wattendorf),Asteraceae (Wattendorf),4
Apidae (Wattendorf),Fabaceae (Wattendorf),1
Apidae (Wattendorf),Lamiaceae (Wattendorf),7
Apidae (Wiesenthau),Asteraceae (Wiesenthau),12
Apidae (Wiesenthau),Caprifoliaceae (Wiesenthau),5
Apidae (Wiesenthau),Fabaceae (Wiesenthau),5
Apidae (Wiesenthau),Hypericaceae (Wiesenthau),1
Apidae (Wiesenthau),Lamiaceae (Wiesenthau),4
Apidae (Wiesenthau),Orobanchaceae (Wiesenthau),14
Apidae (Windisch),Amaryllidaceae (Windisch),3
Apidae (Windisch),Asteraceae (Windisch),48
Apidae (Windisch),Boraginaceae (Windisch),1
Apidae (Windisch),Campanulaceae (Windisch),1
Apidae (Windisch),Caprifoliaceae (Windisch),4
Apidae (Windisch),Fabaceae (Windisch),51
Apidae (Windisch),Geraniaceae (Windisch),2
Apidae (Windisch),Lamiaceae (Windisch),66
Apidae (Windisch),Lythraceae (Windisch),1
Apidae (Windisch),Malvaceae (Windisch),5
Apidae (Windisch),Oleaceae (Windisch),2
Apidae (Windisch),Papaveraceae (Windisch),1
Apidae (Windisch),Plantaginaceae (Windisch),13
Apidae (Windisch),Ranunculaceae (Windisch),10
Apidae (Windisch),Rosaceae (Windisch),26
Apidae (Windisch),Sapindaceae (Windisch),1
Apidae (Winterthur),Asteraceae (Winterthur),78
Apidae (Winterthur),Boraginaceae (Winterthur),6
Apidae (Winterthur),Campanulaceae (Winterthur),3
Apidae (Winterthur),Caprifoliaceae (Winterthur),35
Apidae (Winterthur),Crassulaceae (Winterthur),10
Apidae (Winterthur),Cucurbitaceae (Winterthur),2
Apidae (Winterthur),Fabaceae (Winterthur),45
Apidae (Winterthur),Geraniaceae (Winterthur),4
Apidae (Winterthur),Hypericaceae (Winterthur),2
Apidae (Winterthur),Lamiaceae (Winterthur),44
Apidae (Winterthur),Malvaceae (Winterthur),5
Apidae (Winterthur),Onagraceae (Winterthur),3
Apidae (Winterthur),Orobanchaceae (Winterthur),37
Apidae (Winterthur),Papaveraceae (Winterthur),1
Apidae (Winterthur),Plantaginaceae (Winterthur),3
Apidae (Winterthur),Primulaceae (Winterthur),2
Apidae (Winterthur),Ranunculaceae (Winterthur),1
Apidae (Winterthur),Rosaceae (Winterthur),6
Apidae (Wolflinswil),Apiaceae (Wolflinswil),1
Apidae (Wolflinswil),Asteraceae (Wolflinswil),22
Apidae (Wolflinswil),Brassicaceae (Wolflinswil),4
Apidae (Wolflinswil),Caprifoliaceae (Wolflinswil),90
Apidae (Wolflinswil),Cornaceae (Wolflinswil),12
Apidae (Wolflinswil),Fabaceae (Wolflinswil),153
Apidae (Wolflinswil),Geraniaceae (Wolflinswil),1
Apidae (Wolflinswil),Lamiaceae (Wolflinswil),20
Apidae (Wolflinswil),Oleaceae (Wolflinswil),2
Apidae (Wolflinswil),Orobanchaceae (Wolflinswil),1
Apidae (Wolflinswil),Plantaginaceae (Wolflinswil),16
Apidae (Wolflinswil),Rosaceae (Wolflinswil),11
Apidae (Wonsees),Asteraceae (Wonsees),2
Apidae (Wonsees),Boraginaceae (Wonsees),3
Apidae (Wonsees),Caprifoliaceae (Wonsees),1
Apidae (Wonsees),Lamiaceae (Wonsees),3
Apidae (Zoldo Alto),Asteraceae (Zoldo Alto),43
Apidae (Zoldo Alto),Campanulaceae (Zoldo Alto),2
Apidae (Zoldo Alto),Caryophyllaceae (Zoldo Alto),28
Apidae (Zoldo Alto),Cistaceae (Zoldo Alto),20
Apidae (Zoldo Alto),Fabaceae (Zoldo Alto),59
Apidae (Zoldo Alto),Lamiaceae (Zoldo Alto),18
Apidae (Zoldo Alto),Onagraceae (Zoldo Alto),200
Apidae (Zoldo Alto),Orobanchaceae (Zoldo Alto),10
Apidae (Zoldo Alto),Ranunculaceae (Zoldo Alto),1
Apidae (Zoldo Alto),Rosaceae (Zoldo Alto),1
Apidae (hory nad Pryvitne),Asteraceae (hory nad Pryvitne),2
Apidae (hory nad Pryvitne),Orobanchaceae (hory nad Pryvitne),1
Apidae (jezírko u Vesele),Plantaginaceae (jezírko u Vesele),2
Apidae (kemp),Fabaceae (kemp),3
Apidae (motýlí rezervace),Caryophyllaceae (motýlí rezervace),2
Apidae (motýlí rezervace),Plantaginaceae (motýlí rezervace),1
Apidae (sHeretat),Amaryllidaceae (sHeretat),6
Apidae (sHeretat),Asparagaceae (sHeretat),1
Apidae (sHeretat),Asphodelaceae (sHeretat),23
Apidae (sHeretat),Asteraceae (sHeretat),24
Apidae (sHeretat),Boraginaceae (sHeretat),2
Apidae (sHeretat),Caprifoliaceae (sHeretat),7
Apidae (sHeretat),Cistaceae (sHeretat),30
Apidae (sHeretat),Fabaceae (sHeretat),3
Apidae (sHeretat),Oxalidaceae (sHeretat),6
Apidae (sHeretat),Papaveraceae (sHeretat),3
Apidae (Říčany),Lamiaceae (Říčany),5
Apidae (Šobes),Fabaceae (Šobes),4
Apidae (Šobes),Hypericaceae (Šobes),6
Apidae (Šobes),Lamiaceae (Šobes),1
Apionidae (Scania),Fabaceae (Scania),3
Argidae (Côte d'or),Euphorbiaceae (Côte d'or),1
Argidae (Isen_Bjerg_2004),Asteraceae (Isen_Bjerg_2004),1
Argidae (Kittil),Apiaceae (Kittil),1
Argidae (Popova Šapka),Euphorbiaceae (Popova Šapka),1
Argidae (UIB),Euphorbiaceae (UIB),1
Asilidae (Popova Šapka),Ranunculaceae (Popova Šapka),1
Asilidae (SonSali),Cistaceae (SonSali),1
Attelabidae (MontiSion),Cistaceae (MontiSion),1
Bibionidae (CanRefila),Asphodelaceae (CanRefila),2
Bibionidae (CanVolaVola),Cistaceae (CanVolaVola),1
Bibionidae (Côte d'or),Apiaceae (Côte d'or),13
Bibionidae (Côte d'or),Lamiaceae (Côte d'or),2
Bibionidae (Côte d'or),Plantaginaceae (Côte d'or),1
Bibionidae (EsCabanells),Asphodelaceae (EsCabanells),5
Bibionidae (EsCabanells),Cistaceae (EsCabanells),3
Bibionidae (Esporles),Asphodelaceae (Esporles),1
Bibionidae (Horbylunde_2005),Ericaceae (Horbylunde_2005),25
Bibionidae (Horbylunde_2005),Salicaceae (Horbylunde_2005),2
Bibionidae (Isen_Bjerg_2004),Ericaceae (Isen_Bjerg_2004),5
Bibionidae (Isen_Bjerg_2004),Salicaceae (Isen_Bjerg_2004),19
Bibionidae (Isen_Bjerg_2005),Asteraceae (Isen_Bjerg_2005),1
Bibionidae (Isen_Bjerg_2005),Ericaceae (Isen_Bjerg_2005),16
Bibionidae (Isen_Bjerg_2005),Salicaceae (Isen_Bjerg_2005),41
Bibionidae (Kittil),Ranunculaceae (Kittil),1
Bibionidae (Menorca),Asteraceae (Menorca),12
Bibionidae (SaRitxola),Asphodelaceae (SaRitxola),11
Bibionidae (SaRitxola),Cistaceae (SaRitxola),1
Bibionidae (Scania),Ranunculaceae (Scania),1
Bibionidae (Sierra de Guadarrama),Asteraceae (Sierra de Guadarrama),1
Bibionidae (Skov_Olesen_2004),Asteraceae (Skov_Olesen_2004),1
Bibionidae (Skov_Olesen_2004),Fabaceae (Skov_Olesen_2004),2
Bibionidae (Skov_Olesen_2004),Salicaceae (Skov_Olesen_2004),25
Bibionidae (SonBaco),Cistaceae (SonBaco),4
Bibionidae (SonDoblons),Asphodelaceae (SonDoblons),14
Bibionidae (SonMutNou),Asphodelaceae (SonMutNou),1
Bibionidae (sHeretat),Amaryllidaceae (sHeretat),4
Bombyliidae (Allika),Apiaceae (Allika),1
Bombyliidae (Along south-eastern Ireland),Apiaceae (Along south-eastern Ireland),1
Bombyliidae (Anafi),Asteraceae (Anafi),16
Bombyliidae (Anafi),Boraginaceae (Anafi),1
Bombyliidae (Anafi),Crassulaceae (Anafi),3
Bombyliidae (Anafi),Lamiaceae (Anafi),29
Bombyliidae (Berchtesgaden National Park),Lamiaceae (Berchtesgaden National Park),1
Bombyliidae (CanVolaVola),Cistaceae (CanVolaVola),1
Bombyliidae (CanVolaVola),Lamiaceae (CanVolaVola),2
Bombyliidae (Cap de Creus Natural Park),Caprifoliaceae (Cap de Creus Natural Park),1
Bombyliidae (Cap de Creus Natural Park),Cistaceae (Cap de Creus Natural Park),1
Bombyliidae (Cap de Creus Natural Park),Fabaceae (Cap de Creus Natural Park),1
Bombyliidae (Cap de Creus Natural Park),Lamiaceae (Cap de Creus Natural Park),3
Bombyliidae (CarrerBetlem),Cistaceae (CarrerBetlem),3
Bombyliidae (CarrerBetlem),Lamiaceae (CarrerBetlem),3
Bombyliidae (Chios),Amaryllidaceae (Chios),1
Bombyliidae (Chios),Apiaceae (Chios),10
Bombyliidae (Chios),Asparagaceae (Chios),2
Bombyliidae (Chios),Asteraceae (Chios),10
Bombyliidae (Chios),Cistaceae (Chios),1
Bombyliidae (Chios),Fabaceae (Chios),2
Bombyliidae (Chios),Gentianaceae (Chios),2
Bombyliidae (Chios),Hypericaceae (Chios),1
Bombyliidae (Chios),Lamiaceae (Chios),206
Bombyliidae (Côte d'or),Boraginaceae (Côte d'or),1
Bombyliidae (Côte d'or),Brassicaceae (Côte d'or),3
Bombyliidae (Côte d'or),Caryophyllaceae (Côte d'or),2
Bombyliidae (Côte d'or),Geraniaceae (Côte d'or),1
Bombyliidae (Côte d'or),Lamiaceae (Côte d'or),1
Bombyliidae (Côte d'or),Plantaginaceae (Côte d'or),1
Bombyliidae (El_pozo),Lamiaceae (El_pozo),7
Bombyliidae (EsCapdella),Cistaceae (EsCapdella),1
Bombyliidae (Folegandros),Asphodelaceae (Folegandros),1
Bombyliidae (Folegandros),Asteraceae (Folegandros),5
Bombyliidae (Folegandros),Fabaceae (Folegandros),2
Bombyliidae (Folegandros),Lamiaceae (Folegandros),11
Bombyliidae (Hruba_Vrbka),Asteraceae (Hruba_Vrbka),8
Bombyliidae (Hruba_Vrbka),Fabaceae (Hruba_Vrbka),6
Bombyliidae (Hruba_Vrbka),Linaceae (Hruba_Vrbka),4
Bombyliidae (Hruba_Vrbka),Rosaceae (Hruba_Vrbka),6
Bombyliidae (Kea),Asteraceae (Kea),5
Bombyliidae (Kea),Brassicaceae (Kea),1
Bombyliidae (Kea),Fabaceae (Kea),2
Bombyliidae (Kea),Lamiaceae (Kea),17
Bombyliidae (Kythnos),Asteraceae (Kythnos),6
Bombyliidae (Kythnos),Boraginaceae (Kythnos),1
Bombyliidae (Kythnos),Lamiaceae (Kythnos),10
Bombyliidae (La_rocina),Plantaginaceae (La_rocina),1
Bombyliidae (Las_mulas),Lamiaceae (Las_mulas),4
Bombyliidae (Lesvos),Apiaceae (Lesvos),13
Bombyliidae (Lesvos),Asteraceae (Lesvos),6
Bombyliidae (Lesvos),Brassicaceae (Lesvos),19
Bombyliidae (Lesvos),Caryophyllaceae (Lesvos),4
Bombyliidae (Lesvos),Geraniaceae (Lesvos),1
Bombyliidae (Menorca),Apiaceae (Menorca),46
Bombyliidae (Menorca),Asteraceae (Menorca),17
Bombyliidae (Menorca),Brassicaceae (Menorca),7
Bombyliidae (Menorca),Caprifoliaceae (Menorca),2
Bombyliidae (Menorca),Convolvulaceae (Menorca),1
Bombyliidae (Menorca),Euphorbiaceae (Menorca),2
Bombyliidae (Menorca),Frankeniaceae (Menorca),1
Bombyliidae (Menorca),Lamiaceae (Menorca),8
Bombyliidae (Menorca),Plumbaginaceae (Menorca),1
Bombyliidae (Miladka),Asteraceae (Miladka),6
Bombyliidae (Miladka),Geraniaceae (Miladka),6
Bombyliidae (Niebla),Linaceae (Niebla),2
Bombyliidae (Pino_del_cuervo),Cistaceae (Pino_del_cuervo),1
Bombyliidae (Pouzdřany),Asteraceae (Pouzdřany),1
Bombyliidae (Pouzdřany),Lamiaceae (Pouzdřany),1
Bombyliidae (Santorini),Asteraceae (Santorini),2
Bombyliidae (Santorini),Boraginaceae (Santorini),1
Bombyliidae (Santorini),Lamiaceae (Santorini),1
Bombyliidae (Serifos),Asteraceae (Serifos),10
Bombyliidae (Serifos),Caryophyllaceae (Serifos),1
Bombyliidae (Serifos),Cistaceae (Serifos),5
Bombyliidae (Serifos),Lamiaceae (Serifos),13
Bombyliidae (Sierra de Guadarrama),Asteraceae (Sierra de Guadarrama),119
Bombyliidae (Sierra de Guadarrama),Campanulaceae (Sierra de Guadarrama),17
Bombyliidae (Sierra de Guadarrama),Crassulaceae (Sierra de Guadarrama),74
Bombyliidae (Sierra de Guadarrama),Lamiaceae (Sierra de Guadarrama),14
Bombyliidae (Sierra de Guadarrama),Orobanchaceae (Sierra de Guadarrama),3
Bombyliidae (SonBaco),Lamiaceae (SonBaco),5
Bombyliidae (SonGinard),Gentianaceae (SonGinard),4
Bombyliidae (SonGual),Lamiaceae (SonGual),1
Bombyliidae (SonMutNou),Asteraceae (SonMutNou),5
Bombyliidae (SonMutNou),Cistaceae (SonMutNou),2
Bombyliidae (SonMutNou),Lamiaceae (SonMutNou),14
Bombyliidae (SonSali),Lamiaceae (SonSali),1
Bombyliidae (Suchov),Geraniaceae (Suchov),6
Bombyliidae (Urbanizaciones),Lamiaceae (Urbanizaciones),3
Bombyliidae (Villamanrique_este),Cistaceae (Villamanrique_este),2
Bombyliidae (motýlí rezervace),Caryophyllaceae (motýlí rezervace),1
Bombyliidae (Šobes),Crassulaceae (Šobes),1
Braconidae (Strani),Asteraceae (Strani),4
Brentidae (Scania),Polygonaceae (Scania),1
Buprestidae (AloeVera),Apiaceae (AloeVera),10
Buprestidae (CanRefila),Cistaceae (CanRefila),13
Buprestidae (CanVolaVola),Cistaceae (CanVolaVola),1
Buprestidae (CanVolaVola),Lamiaceae (CanVolaVola),1
Buprestidae (CarrerBetlem),Cistaceae (CarrerBetlem),9
Buprestidae (CarrerBetlem),Lamiaceae (CarrerBetlem),1
Buprestidae (Chios),Apiaceae (Chios),614
Buprestidae (Chios),Asteraceae (Chios),2
Buprestidae (Chios),Hypericaceae (Chios),1
Buprestidae (Chios),Lamiaceae (Chios),213
Buprestidae (EsCabanells),Asteraceae (EsCabanells),1
Buprestidae (EsCabanells),Cistaceae (EsCabanells),2
Buprestidae (EsCabanells),Gentianaceae (EsCabanells),1
Buprestidae (EsCapdella),Apiaceae (EsCapdella),3
Buprestidae (EsCapdella),Asteraceae (EsCapdella),4
Buprestidae (EsCapdella),Cistaceae (EsCapdella),4
Buprestidae (Esporles),Asteraceae (Esporles),2
Buprestidae (Kythnos),Apiaceae (Kythnos),1
Buprestidae (Kythnos),Asteraceae (Kythnos),1
Buprestidae (Kythnos),Brassicaceae (Kythnos),1
Buprestidae (Menorca),Convolvulaceae (Menorca),1
Buprestidae (MontiSion),Cistaceae (MontiSion),1
Buprestidae (Muro),Apiaceae (Muro),17
Buprestidae (Muro),Asteraceae (Muro),19
Buprestidae (Muro),Orobanchaceae (Muro),2
Buprestidae (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Asteraceae (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),2
Buprestidae (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Rosaceae (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Buprestidae (Puntiro),Apiaceae (Puntiro),7
Buprestidae (Puntiro),Asteraceae (Puntiro),1
Buprestidae (Puntiro),Cistaceae (Puntiro),3
Buprestidae (SaRitxola),Apiaceae (SaRitxola),5
Buprestidae (SaRitxola),Cistaceae (SaRitxola),2
Buprestidae (SaRitxola),Convolvulaceae (SaRitxola),1
Buprestidae (SaRitxola),Gentianaceae (SaRitxola),1
Buprestidae (Sierra de Guadarrama),Asteraceae (Sierra de Guadarrama),16
Buprestidae (SonBaco),Cistaceae (SonBaco),5
Buprestidae (SonDoblons),Apiaceae (SonDoblons),9
Buprestidae (SonForteza),Apiaceae (SonForteza),8
Buprestidae (SonForteza),Asteraceae (SonForteza),4
Buprestidae (SonForteza),Convolvulaceae (SonForteza),1
Buprestidae (SonGinard),Apiaceae (SonGinard),7
Buprestidae (SonGinard),Asteraceae (SonGinard),32
Buprestidae (SonGinard),Gentianaceae (SonGinard),1
Buprestidae (SonGinard),Lamiaceae (SonGinard),1
Buprestidae (SonGual),Asteraceae (SonGual),2
Buprestidae (SonGual),Cistaceae (SonGual),4
Buprestidae (SonGual),Lamiaceae (SonGual),2
Buprestidae (SonMutNou),Cistaceae (SonMutNou),8
Buprestidae (SonSali),Cistaceae (SonSali),1
Buprestidae (UIB),Apiaceae (UIB),2
Buprestidae (UIB),Convolvulaceae (UIB),1
Buprestidae (sHeretat),Asteraceae (sHeretat),4
Buprestidae (sHeretat),Caprifoliaceae (sHeretat),1
Buprestidae (sHeretat),Convolvulaceae (sHeretat),1
Byrrhidae (UIB),Apiaceae (UIB),9
Calliphoridae (Alešovské písky (Olešské písky)),Asteraceae (Alešovské písky (Olešské písky)),1
Calliphoridae (AloeVera),Colchicaceae (AloeVera),1
Calliphoridae (Aznalcazar),Lamiaceae (Aznalcazar),1
Calliphoridae (Barai),Apiaceae (Barai),1
Calliphoridae (Berchtesgaden National Park),Apiaceae (Berchtesgaden National Park),59
Calliphoridae (Berchtesgaden National Park),Asteraceae (Berchtesgaden National Park),19
Calliphoridae (Berchtesgaden National Park),Boraginaceae (Berchtesgaden National Park),1
Calliphoridae (Berchtesgaden National Park),Campanulaceae (Berchtesgaden National Park),3
Calliphoridae (Berchtesgaden National Park),Caprifoliaceae (Berchtesgaden National Park),2
Calliphoridae (Berchtesgaden National Park),Euphorbiaceae (Berchtesgaden National Park),8
Calliphoridae (Berchtesgaden National Park),Fabaceae (Berchtesgaden National Park),2
Calliphoridae (Berchtesgaden National Park),Lamiaceae (Berchtesgaden National Park),16
Calliphoridae (Berchtesgaden National Park),Orobanchaceae (Berchtesgaden National Park),16
Calliphoridae (Berchtesgaden National Park),Parnassiaceae (Berchtesgaden National Park),3
Calliphoridae (Berchtesgaden National Park),Plantaginaceae (Berchtesgaden National Park),1
Calliphoridae (Berchtesgaden National Park),Primulaceae (Berchtesgaden National Park),1
Calliphoridae (Berchtesgaden National Park),Ranunculaceae (Berchtesgaden National Park),4
Calliphoridae (Berchtesgaden National Park),Rosaceae (Berchtesgaden National Park),2
Calliphoridae (Berchtesgaden National Park),Violaceae (Berchtesgaden National Park),1
Calliphoridae (Cabrera),Amaryllidaceae (Cabrera),7
Calliphoridae (CanRefila),Cistaceae (CanRefila),7
Calliphoridae (CanVolaVola),Cistaceae (CanVolaVola),4
Calliphoridae (CanVolaVola),Lamiaceae (CanVolaVola),5
Calliphoridae (CarrerBetlem),Asphodelaceae (CarrerBetlem),2
Calliphoridae (CarrerBetlem),Cistaceae (CarrerBetlem),12
Calliphoridae (CarrerBetlem),Iridaceae (CarrerBetlem),1
Calliphoridae (Chios),Asteraceae (Chios),1
Calliphoridae (Chios),Lamiaceae (Chios),3
Calliphoridae (Coimbra),Rosaceae (Coimbra),3
Calliphoridae (Côte d'or),Asteraceae (Côte d'or),1
Calliphoridae (Erlenbachova bouda),Asteraceae (Erlenbachova bouda),2
Calliphoridae (Erlenbachova bouda),Polygonaceae (Erlenbachova bouda),3
Calliphoridae (EsCabanells),Amaryllidaceae (EsCabanells),5
Calliphoridae (EsCabanells),Cistaceae (EsCabanells),7
Calliphoridae (EsCapdella),Asteraceae (EsCapdella),2
Calliphoridae (EsCapdella),Cistaceae (EsCapdella),9
Calliphoridae (Esporles),Asteraceae (Esporles),4
Calliphoridae (Esporles),Cistaceae (Esporles),1
Calliphoridae (Ghe_ari Village),Apiaceae (Ghe_ari Village),4
Calliphoridae (Ghe_ari Village),Asteraceae (Ghe_ari Village),2
Calliphoridae (Ghetari),Apiaceae (Ghetari),1
Calliphoridae (Ghetari),Asteraceae (Ghetari),2
Calliphoridae (Horbylunde_2005),Ericaceae (Horbylunde_2005),22
Calliphoridae (Horbylunde_2005),Onagraceae (Horbylunde_2005),1
Calliphoridae (Horbylunde_2005),Salicaceae (Horbylunde_2005),10
Calliphoridae (Isen_Bjerg_2004),Ericaceae (Isen_Bjerg_2004),4
Calliphoridae (Isen_Bjerg_2004),Salicaceae (Isen_Bjerg_2004),8
Calliphoridae (Isen_Bjerg_2005),Ericaceae (Isen_Bjerg_2005),22
Calliphoridae (Isen_Bjerg_2005),Rosaceae (Isen_Bjerg_2005),1
Calliphoridae (Isen_Bjerg_2005),Salicaceae (Isen_Bjerg_2005),58
Calliphoridae (Jarnoltowek),Apiaceae (Jarnoltowek),2
Calliphoridae (Kittil),Apiaceae (Kittil),14
Calliphoridae (Kittil),Geraniaceae (Kittil),3
Calliphoridae (Kittil),Ranunculaceae (Kittil),2
Calliphoridae (La_rocina),Lamiaceae (La_rocina),3
Calliphoridae (Lammi),Apiaceae (Lammi),5
Calliphoridae (Lammi),Asteraceae (Lammi),8
Calliphoridae (Lumea Pierduta),Apiaceae (Lumea Pierduta),2
Calliphoridae (Lumea Pierduta),Asteraceae (Lumea Pierduta),1
Calliphoridae (Lumea Pierduta),Fabaceae (Lumea Pierduta),1
Calliphoridae (Luna de Jos),Apiaceae (Luna de Jos),1
Calliphoridae (Menorca),Apiaceae (Menorca),10
Calliphoridae (Menorca),Asteraceae (Menorca),84
Calliphoridae (Menorca),Euphorbiaceae (Menorca),5
Calliphoridae (Menorca),Fabaceae (Menorca),2
Calliphoridae (Menorca),Lamiaceae (Menorca),3
Calliphoridae (Menorca),Malvaceae (Menorca),1
Calliphoridae (Menorca),Scrophulariaceae (Menorca),1
Calliphoridae (Miladka),Asteraceae (Miladka),2
Calliphoridae (MontiSion),Asphodelaceae (MontiSion),1
Calliphoridae (MontiSion),Cistaceae (MontiSion),57
Calliphoridae (MontiSion),Gentianaceae (MontiSion),2
Calliphoridae (MontiSion),Lamiaceae (MontiSion),3
