Source,Target,Weight
Eristalis (Chize),Knautia (Chize),1
Eristalis (Chize),Leucanthemum (Chize),1
Eristalis (Chize),Picris (Chize),1
Eristalis (Chize),Sonchus (Chize),1
Eristalis (Cismon del Grappa),Carduus (Cismon del Grappa),2
Eristalis (Cismon del Grappa),Epilobium (Cismon del Grappa),1
Eristalis (Cismon del Grappa),Galium (Cismon del Grappa),1
Eristalis (Cismon del Grappa),Plantago (Cismon del Grappa),1
Eristalis (Coimbra),Abutilon (Coimbra),2
Eristalis (Coimbra),Brugmansia (Coimbra),7
Eristalis (Coimbra),Citrus (Coimbra),8
Eristalis (Coimbra),Cydonia (Coimbra),2
Eristalis (Coimbra),Deutzia (Coimbra),4
Eristalis (Coimbra),Eriobotrya (Coimbra),5
Eristalis (Coimbra),Euphorbia (Coimbra),2
Eristalis (Coimbra),Oxalis (Coimbra),10
Eristalis (Coimbra),Prunus (Coimbra),6
Eristalis (Coimbra),Senna (Coimbra),3
Eristalis (Coimbra),Spiraea (Coimbra),8
Eristalis (Coimbra),Symphytum (Coimbra),20
Eristalis (Coimbra),Tetrapanax (Coimbra),61
Eristalis (Colle Santa Lucia),Anthriscus (Colle Santa Lucia),1
Eristalis (Colle Santa Lucia),Heracleum (Colle Santa Lucia),10
Eristalis (Colle Santa Lucia),Knautia (Colle Santa Lucia),2
Eristalis (Colle Santa Lucia),Leucanthemum (Colle Santa Lucia),3
Eristalis (Coltesti),Jacobaea (Coltesti),1
Eristalis (Coltesti),Knautia (Coltesti),2
Eristalis (Coltesti),Scabiosa (Coltesti),18
Eristalis (Cortina d Ampezzo),Achillea (Cortina d Ampezzo),1
Eristalis (Cortina d Ampezzo),Anthyllis (Cortina d Ampezzo),1
Eristalis (Cortina d Ampezzo),Heracleum (Cortina d Ampezzo),2
Eristalis (Cortina d Ampezzo),Leontodon (Cortina d Ampezzo),2
Eristalis (Cortina d Ampezzo),Leucanthemum (Cortina d Ampezzo),6
Eristalis (Cortina d Ampezzo),Scabiosa (Cortina d Ampezzo),3
Eristalis (Corvara in Badia),Adenostyles (Corvara in Badia),2
Eristalis (Corvara in Badia),Heracleum (Corvara in Badia),3
Eristalis (Corvara in Badia),Knautia (Corvara in Badia),3
Eristalis (Corvara in Badia),Leucanthemum (Corvara in Badia),6
Eristalis (Corvara in Badia),Pimpinella (Corvara in Badia),1
Eristalis (Corvara in Badia),Scabiosa (Corvara in Badia),2
Eristalis (Corvara in Badia),Solidago (Corvara in Badia),2
Eristalis (Costabissara),Erigeron (Costabissara),1
Eristalis (Costabissara),Filipendula (Costabissara),1
Eristalis (Costabissara),Knautia (Costabissara),1
Eristalis (Costabissara),Ligustrum (Costabissara),4
Eristalis (Costabissara),Medicago (Costabissara),1
Eristalis (Costabissara),Oxalis (Costabissara),3
Eristalis (CÃ´te d'or),Brassica (CÃ´te d'or),6
Eristalis (CÃ´te d'or),Cirsium (CÃ´te d'or),12
Eristalis (CÃ´te d'or),Cydonia (CÃ´te d'or),1
Eristalis (CÃ´te d'or),Daucus (CÃ´te d'or),1
Eristalis (CÃ´te d'or),Heracleum (CÃ´te d'or),3
Eristalis (CÃ´te d'or),Photinia (CÃ´te d'or),1
Eristalis (Dzier_ys_aw),Pentanema (Dzier_ys_aw),11
Eristalis (East Leinster (Ireland)),Buddleja (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Centaurea (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Cirsium (East Leinster (Ireland)),8
Eristalis (East Leinster (Ireland)),Escallonia (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Geranium (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Heracleum (East Leinster (Ireland)),8
Eristalis (East Leinster (Ireland)),Jacobaea (East Leinster (Ireland)),17
Eristalis (East Leinster (Ireland)),Lavandula (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Leontodon (East Leinster (Ireland)),2
Eristalis (East Leinster (Ireland)),Leucanthemum (East Leinster (Ireland)),3
Eristalis (East Leinster (Ireland)),Ligustrum (East Leinster (Ireland)),4
Eristalis (East Leinster (Ireland)),Malus (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Persicaria (East Leinster (Ireland)),3
Eristalis (East Leinster (Ireland)),Ranunculus (East Leinster (Ireland)),5
Eristalis (East Leinster (Ireland)),Rubus (East Leinster (Ireland)),14
Eristalis (East Leinster (Ireland)),Spiraea (East Leinster (Ireland)),1
Eristalis (East Leinster (Ireland)),Ulex (East Leinster (Ireland)),1
Eristalis (Endingen),Ligustrum (Endingen),1
Eristalis (EsCabanells),Cistus (EsCabanells),1
Eristalis (EsCapdella),Cistus (EsCapdella),1
Eristalis (FajtÅ¯v kopec),Achillea (FajtÅ¯v kopec),12
Eristalis (FajtÅ¯v kopec),Crepis (FajtÅ¯v kopec),1
Eristalis (Falcade),Carduus (Falcade),1
Eristalis (Falcade),Chaerophyllum (Falcade),3
Eristalis (Falcade),Cirsium (Falcade),5
Eristalis (Falcade),Hieracium (Falcade),1
Eristalis (Falcade),Jacobaea (Falcade),75
Eristalis (Falcade),Senecio (Falcade),6
Eristalis (Farms in south-east Ireland),Achillea (Farms in south-east Ireland),7
Eristalis (Farms in south-east Ireland),Centaurea (Farms in south-east Ireland),18
Eristalis (Farms in south-east Ireland),Cirsium (Farms in south-east Ireland),12
Eristalis (Farms in south-east Ireland),Hypochaeris (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Jacobaea (Farms in south-east Ireland),3
Eristalis (Farms in south-east Ireland),Knautia (Farms in south-east Ireland),3
Eristalis (Farms in south-east Ireland),Leontodon (Farms in south-east Ireland),29
Eristalis (Farms in south-east Ireland),Leucanthemum (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Pimpinella (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Potentilla (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Prunella (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Ranunculus (Farms in south-east Ireland),1
Eristalis (Farms in south-east Ireland),Thymus (Farms in south-east Ireland),4
Eristalis (Farms in south-east Ireland),Trifolium (Farms in south-east Ireland),3
Eristalis (Fontaniva),Convolvulus (Fontaniva),1
Eristalis (Fontaniva),Scabiosa (Fontaniva),4
Eristalis (Fonzaso),Achillea (Fonzaso),1
Eristalis (Fonzaso),Arctium (Fonzaso),2
Eristalis (Fonzaso),Buddleja (Fonzaso),12
Eristalis (Fonzaso),Centaurea (Fonzaso),1
Eristalis (Fonzaso),Crepis (Fonzaso),11
Eristalis (Fonzaso),Daucus (Fonzaso),2
Eristalis (Fonzaso),Erigeron (Fonzaso),15
Eristalis (Fonzaso),Lythrum (Fonzaso),1
Eristalis (Fonzaso),Mentha (Fonzaso),6
Eristalis (Fonzaso),Oenothera (Fonzaso),4
Eristalis (Fonzaso),Rorippa (Fonzaso),1
Eristalis (Fonzaso),Tanacetum (Fonzaso),2
Eristalis (Fonzaso),Verbascum (Fonzaso),2
Eristalis (Friedeburg),Carduus (Friedeburg),2
Eristalis (Ghe_ari Village),Achillea (Ghe_ari Village),24
Eristalis (Ghe_ari Village),Arnica (Ghe_ari Village),3
Eristalis (Ghe_ari Village),Astrantia (Ghe_ari Village),36
Eristalis (Ghe_ari Village),Centaurea (Ghe_ari Village),2
Eristalis (Ghe_ari Village),Dianthus (Ghe_ari Village),17
Eristalis (Ghe_ari Village),Euphrasia (Ghe_ari Village),1
Eristalis (Ghe_ari Village),Galium (Ghe_ari Village),1
Eristalis (Ghe_ari Village),Helianthemum (Ghe_ari Village),13
Eristalis (Ghe_ari Village),Heracleum (Ghe_ari Village),11
Eristalis (Ghe_ari Village),Hypericum (Ghe_ari Village),34
Eristalis (Ghe_ari Village),Knautia (Ghe_ari Village),72
Eristalis (Ghe_ari Village),Leontodon (Ghe_ari Village),15
Eristalis (Ghe_ari Village),Leucanthemum (Ghe_ari Village),46
Eristalis (Ghe_ari Village),Pimpinella (Ghe_ari Village),28
Eristalis (Ghe_ari Village),Scabiosa (Ghe_ari Village),145
Eristalis (Ghe_ari Village),Sonchus (Ghe_ari Village),63
Eristalis (Ghe_ari Village),Thymus (Ghe_ari Village),32
Eristalis (Ghe_ari Village),Trifolium (Ghe_ari Village),3
Eristalis (Ghetari),Achillea (Ghetari),3
Eristalis (Ghetari),Astrantia (Ghetari),1
Eristalis (Ghetari),Centaurea (Ghetari),58
Eristalis (Ghetari),Crepis (Ghetari),3
Eristalis (Ghetari),Helianthemum (Ghetari),2
Eristalis (Ghetari),Hypericum (Ghetari),6
Eristalis (Ghetari),Leontodon (Ghetari),12
Eristalis (Ghetari),Pimpinella (Ghetari),1
Eristalis (Ghetari),Scabiosa (Ghetari),125
Eristalis (Giverny),Achillea (Giverny),1
Eristalis (Giverny),Bupleurum (Giverny),6
Eristalis (Giverny),Centaurea (Giverny),4
Eristalis (Giverny),Cynanchica (Giverny),1
Eristalis (Giverny),Euphrasia (Giverny),1
Eristalis (Giverny),Galatella (Giverny),19
Eristalis (Giverny),Helianthemum (Giverny),1
Eristalis (Giverny),Leontodon (Giverny),3
Eristalis (Giverny),Linum (Giverny),6
Eristalis (Giverny),Scabiosa (Giverny),23
Eristalis (Giverny),Seseli (Giverny),4
Eristalis (Giverny),Thymus (Giverny),2
Eristalis (Goettingen),Achillea (Goettingen),20
Eristalis (Goettingen),Centaurea (Goettingen),48
Eristalis (Goettingen),Cirsium (Goettingen),7
Eristalis (Goettingen),Clinopodium (Goettingen),2
Eristalis (Goettingen),Daucus (Goettingen),53
Eristalis (Goettingen),Heracleum (Goettingen),1
Eristalis (Goettingen),Jacobaea (Goettingen),26
Eristalis (Goettingen),Knautia (Goettingen),222
Eristalis (Goettingen),Leontodon (Goettingen),7
Eristalis (Goettingen),Ligustrum (Goettingen),1
Eristalis (Goettingen),Ononis (Goettingen),1
Eristalis (Goettingen),Orchis (Goettingen),1
Eristalis (Goettingen),Papaver (Goettingen),1
Eristalis (Goettingen),Pimpinella (Goettingen),30
Eristalis (Goettingen),Plantago (Goettingen),1
Eristalis (Goettingen),Solidago (Goettingen),4
Eristalis (Goettingen),Thymus (Goettingen),1
Eristalis (Goettingen),Trifolium (Goettingen),1
Eristalis (Goettingen),Valeriana (Goettingen),1
Eristalis (Greifenhagen),Scorzoneroides (Greifenhagen),1
Eristalis (Grigno),Buddleja (Grigno),21
Eristalis (Grigno),Erigeron (Grigno),2
Eristalis (Grigno),Helianthus (Grigno),2
Eristalis (Grigno),Impatiens (Grigno),1
Eristalis (Grigno),Solidago (Grigno),1
Eristalis (Grigno),Taraxacum (Grigno),2
Eristalis (Grigno),Verbascum (Grigno),1
Eristalis (Grouches Luchuel),Achillea (Grouches Luchuel),1
Eristalis (Grouches Luchuel),Blackstonia (Grouches Luchuel),3
Eristalis (Grouches Luchuel),Centaurea (Grouches Luchuel),1
Eristalis (Grouches Luchuel),Cirsium (Grouches Luchuel),1
Eristalis (Grouches Luchuel),Daucus (Grouches Luchuel),5
Eristalis (Grouches Luchuel),Galium (Grouches Luchuel),1
Eristalis (Grouches Luchuel),Knautia (Grouches Luchuel),3
Eristalis (Grouches Luchuel),Leontodon (Grouches Luchuel),9
Eristalis (Grouches Luchuel),Leucanthemum (Grouches Luchuel),7
Eristalis (Grouches Luchuel),Origanum (Grouches Luchuel),3
Eristalis (Grouches Luchuel),Pimpinella (Grouches Luchuel),3
Eristalis (Halle),Picris (Halle),1
Eristalis (Harzgerode),Heracleum (Harzgerode),1
Eristalis (HavranickÃ© vÅesoviÅ¡tÄ),Hypericum (HavranickÃ© vÅesoviÅ¡tÄ),1
Eristalis (Hermanovice),Chaerophyllum (Hermanovice),1
Eristalis (Hermanovice),Crepis (Hermanovice),1
Eristalis (Hermanovice),Hypericum (Hermanovice),4
Eristalis (Horbylunde_2005),Calluna (Horbylunde_2005),27
Eristalis (Horbylunde_2005),Vaccinium (Horbylunde_2005),14
Eristalis (Imer),Achillea (Imer),18
Eristalis (Imer),Angelica (Imer),2
Eristalis (Imer),Anthyllis (Imer),2
Eristalis (Imer),Buddleja (Imer),9
Eristalis (Imer),Buphthalmum (Imer),4
Eristalis (Imer),Carduus (Imer),17
Eristalis (Imer),Centaurea (Imer),11
Eristalis (Imer),Daucus (Imer),8
Eristalis (Imer),Echium (Imer),2
Eristalis (Imer),Erigeron (Imer),8
Eristalis (Imer),Eupatorium (Imer),9
Eristalis (Imer),Euphrasia (Imer),1
Eristalis (Imer),Heracleum (Imer),1
Eristalis (Imer),Hieracium (Imer),2
Eristalis (Imer),Knautia (Imer),5
Eristalis (Imer),Leucanthemum (Imer),20
Eristalis (Imer),Melilotus (Imer),2
Eristalis (Imer),Oenothera (Imer),2
Eristalis (Imer),Pastinaca (Imer),12
Eristalis (Imer),Pimpinella (Imer),14
Eristalis (Imer),Plantago (Imer),1
Eristalis (Imer),Rorippa (Imer),41
Eristalis (Imer),Scabiosa (Imer),7
Eristalis (Imer),Solidago (Imer),22
Eristalis (Imer),Tanacetum (Imer),2
Eristalis (Imer),Trifolium (Imer),2
Eristalis (Isen_Bjerg_2004),Calluna (Isen_Bjerg_2004),7
Eristalis (Isen_Bjerg_2004),Erica (Isen_Bjerg_2004),1
Eristalis (Isen_Bjerg_2004),Solidago (Isen_Bjerg_2004),3
Eristalis (Isen_Bjerg_2005),Calluna (Isen_Bjerg_2005),49
Eristalis (Isen_Bjerg_2005),Erica (Isen_Bjerg_2005),1
Eristalis (Isen_Bjerg_2005),Genista (Isen_Bjerg_2005),2
Eristalis (Isen_Bjerg_2005),Potentilla (Isen_Bjerg_2005),25
Eristalis (Isen_Bjerg_2005),Salix (Isen_Bjerg_2005),7
Eristalis (Isen_Bjerg_2005),Solidago (Isen_Bjerg_2005),77
Eristalis (Isen_Bjerg_2005),Vaccinium (Isen_Bjerg_2005),2
Eristalis (Isola Vicentina),Buddleja (Isola Vicentina),7
Eristalis (Isola Vicentina),Erigeron (Isola Vicentina),1
Eristalis (Isola Vicentina),Knautia (Isola Vicentina),2
Eristalis (K Handrkovu),Achillea (K Handrkovu),1
Eristalis (K Handrkovu),Succisa (K Handrkovu),10
Eristalis (KittilÂ),Tanacetum (KittilÂ),1
Eristalis (KittilÂ),Valeriana (KittilÂ),1
Eristalis (Kythnos),Crepis (Kythnos),8
Eristalis (Kythnos),Glebionis (Kythnos),1
Eristalis (La_rocina),Salvia (La_rocina),2
Eristalis (Laelatu),Aegopodium (Laelatu),1
Eristalis (Laelatu),Centaurea (Laelatu),1
Eristalis (Laelatu),Galium (Laelatu),1
Eristalis (Laelatu),Helianthemum (Laelatu),1
Eristalis (Laelatu),Leontodon (Laelatu),2
Eristalis (Laelatu),Leucanthemum (Laelatu),5
Eristalis (Laelatu),Melampyrum (Laelatu),1
Eristalis (Laelatu),Pimpinella (Laelatu),4
Eristalis (Laelatu),Serratula (Laelatu),1
Eristalis (Lammi),Achillea (Lammi),6
Eristalis (Lammi),Aegopodium (Lammi),3
Eristalis (Las_mulas),Cistus (Las_mulas),3
Eristalis (Les Andelys),Anthericum (Les Andelys),5
Eristalis (Les Andelys),Campanula (Les Andelys),2
Eristalis (Les Andelys),Cynanchica (Les Andelys),1
Eristalis (Les Andelys),Euphorbia (Les Andelys),1
Eristalis (Les Andelys),Euphrasia (Les Andelys),1
Eristalis (Les Andelys),Juniperus (Les Andelys),1
Eristalis (Les Andelys),Leontodon (Les Andelys),11
Eristalis (Les Andelys),Ononis (Les Andelys),3
Eristalis (Les Andelys),Phyteuma (Les Andelys),1
Eristalis (Les Andelys),Scabiosa (Les Andelys),23
Eristalis (Les Andelys),Thymus (Les Andelys),4
Eristalis (Lesvos),Hirschfeldia (Lesvos),1
Eristalis (Livinallongo del Col di Lana),Knautia (Livinallongo del Col di Lana),29
Eristalis (Livinallongo del Col di Lana),Trifolium (Livinallongo del Col di Lana),4
Eristalis (Livinallongo del Col di Lana),Valeriana (Livinallongo del Col di Lana),26
Eristalis (Lumea Pierduta),Astrantia (Lumea Pierduta),4
Eristalis (Lumea Pierduta),Centaurea (Lumea Pierduta),2
Eristalis (Lumea Pierduta),Euphrasia (Lumea Pierduta),1
Eristalis (Lumea Pierduta),Heracleum (Lumea Pierduta),10
Eristalis (Lumea Pierduta),Leontodon (Lumea Pierduta),14
Eristalis (Lumea Pierduta),Leucanthemum (Lumea Pierduta),2
Eristalis (Lumea Pierduta),Peucedanum (Lumea Pierduta),1
Eristalis (Lumea Pierduta),Scabiosa (Lumea Pierduta),2
Eristalis (Lumea Pierduta),Succisa (Lumea Pierduta),45
Eristalis (Lumea Pierduta),Trifolium (Lumea Pierduta),1
Eristalis (Luna de Jos),Achillea (Luna de Jos),2
Eristalis (Luna de Jos),Anthericum (Luna de Jos),1
Eristalis (Luna de Jos),Crepis (Luna de Jos),5
Eristalis (Luna de Jos),Knautia (Luna de Jos),3
Eristalis (Luna de Jos),Leucanthemum (Luna de Jos),4
Eristalis (Luna de Jos),Scabiosa (Luna de Jos),26
Eristalis (Macicasu),Plantago (Macicasu),2
Eristalis (Magdeburg),Daucus (Magdeburg),1
Eristalis (Menorca),Anthemis (Menorca),17
Eristalis (Menorca),Cakile (Menorca),4
Eristalis (Menorca),Ephedra (Menorca),1
Eristalis (Menorca),Eryngium (Menorca),14
Eristalis (Menorca),Euphorbia (Menorca),1
Eristalis (Menorca),Galactites (Menorca),2
Eristalis (Menorca),Glebionis (Menorca),20
Eristalis (Menorca),Helichrysum (Menorca),2
Eristalis (Menorca),Jacobaea (Menorca),4
Eristalis (Menorca),Teucrium (Menorca),2
Eristalis (Menorca),Thymelaea (Menorca),1
Eristalis (Mettauertal),Daucus (Mettauertal),3
Eristalis (Miladka),Geranium (Miladka),2
Eristalis (MilÃ­kov),Cardamine (MilÃ­kov),2
Eristalis (Mnichov),Achillea (Mnichov),1
Eristalis (Mnichov),Dianthus (Mnichov),1
Eristalis (Mnichov),Galium (Mnichov),2
Eristalis (Mnichov),Thymus (Mnichov),2
Eristalis (Montebelluna),Mentha (Montebelluna),6
Eristalis (Mt. Lesima (Brallo di Pregola)),Dianthus (Mt. Lesima (Brallo di Pregola)),1
Eristalis (Mt. Lesima (Brallo di Pregola)),Knautia (Mt. Lesima (Brallo di Pregola)),6
Eristalis (Mt. Lesima (Brallo di Pregola)),Leucanthemum (Mt. Lesima (Brallo di Pregola)),2
Eristalis (Mt. Lesima (Brallo di Pregola)),Serratula (Mt. Lesima (Brallo di Pregola)),3
Eristalis (Muro),Allium (Muro),1
Eristalis (Muro),Galactites (Muro),1
Eristalis (Nervesa della Battaglia),Leontodon (Nervesa della Battaglia),4
Eristalis (Nervesa della Battaglia),Scabiosa (Nervesa della Battaglia),1
Eristalis (NesmÄÅ),Achillea (NesmÄÅ),2
Eristalis (Noeux-lÃ¨s-Auxi),Achillea (Noeux-lÃ¨s-Auxi),1
Eristalis (Noeux-lÃ¨s-Auxi),Centaurium (Noeux-lÃ¨s-Auxi),4
Eristalis (Noeux-lÃ¨s-Auxi),Cynanchica (Noeux-lÃ¨s-Auxi),8
Eristalis (Noeux-lÃ¨s-Auxi),Leontodon (Noeux-lÃ¨s-Auxi),6
Eristalis (Noeux-lÃ¨s-Auxi),Leucanthemum (Noeux-lÃ¨s-Auxi),1
Eristalis (Noeux-lÃ¨s-Auxi),Lotus (Noeux-lÃ¨s-Auxi),5
Eristalis (Noeux-lÃ¨s-Auxi),Pimpinella (Noeux-lÃ¨s-Auxi),11
Eristalis (Noeux-lÃ¨s-Auxi),Rosa (Noeux-lÃ¨s-Auxi),1
Eristalis (Noeux-lÃ¨s-Auxi),Scabiosa (Noeux-lÃ¨s-Auxi),1
Eristalis (Noeux-lÃ¨s-Auxi),Thymus (Noeux-lÃ¨s-Auxi),6
Eristalis (Ocoale),Achillea (Ocoale),5
Eristalis (Ocoale),Astrantia (Ocoale),6
Eristalis (Ocoale),Centaurea (Ocoale),92
Eristalis (Ocoale),Heracleum (Ocoale),1
Eristalis (Ocoale),Hypericum (Ocoale),2
Eristalis (Ocoale),Leontodon (Ocoale),4
Eristalis (Ocoale),Leucanthemum (Ocoale),2
Eristalis (Ocoale),Scabiosa (Ocoale),37
Eristalis (Orozko),Bellis (Orozko),23
Eristalis (Orozko),Erica (Orozko),1
Eristalis (Orozko),Potentilla (Orozko),1
Eristalis (Orozko),Prunella (Orozko),1
Eristalis (Orozko),Teucrium (Orozko),1
Eristalis (Orozko),Thymus (Orozko),9
Eristalis (Orozko),Trifolium (Orozko),1
Eristalis (OstÅihom),Centaurea (OstÅihom),1
Eristalis (OstÅihom),Hieracium (OstÅihom),3
Eristalis (OstÅihom),Scabiosa (OstÅihom),4
Eristalis (OstÅihom),Seseli (OstÅihom),1
Eristalis (Pergine Valsugana),Arctium (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Buddleja (Pergine Valsugana),20
Eristalis (Pergine Valsugana),Centaurea (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Cichorium (Pergine Valsugana),6
Eristalis (Pergine Valsugana),Cirsium (Pergine Valsugana),16
Eristalis (Pergine Valsugana),Daucus (Pergine Valsugana),6
Eristalis (Pergine Valsugana),Epilobium (Pergine Valsugana),5
Eristalis (Pergine Valsugana),Erigeron (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Eupatorium (Pergine Valsugana),3
Eristalis (Pergine Valsugana),Hypericum (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Lotus (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Mentha (Pergine Valsugana),24
Eristalis (Pergine Valsugana),Oenothera (Pergine Valsugana),5
Eristalis (Pergine Valsugana),Saponaria (Pergine Valsugana),2
Eristalis (Pergine Valsugana),Silene (Pergine Valsugana),1
Eristalis (Pergine Valsugana),Tanacetum (Pergine Valsugana),2
Eristalis (Pergine Valsugana),Taraxacum (Pergine Valsugana),2
Eristalis (Pergine Valsugana),Verbascum (Pergine Valsugana),1
Eristalis (Petre_tii de Jos),Achillea (Petre_tii de Jos),5
Eristalis (Petre_tii de Jos),Centaurea (Petre_tii de Jos),3
Eristalis (Petre_tii de Jos),Daucus (Petre_tii de Jos),1
Eristalis (Petre_tii de Jos),Ranunculus (Petre_tii de Jos),1
Eristalis (Petre_tii de Jos),Seseli (Petre_tii de Jos),1
Eristalis (Petre_tii de Jos),Tragopogon (Petre_tii de Jos),1
Eristalis (Piazzola sul Brenta),Cirsium (Piazzola sul Brenta),2
Eristalis (Piazzola sul Brenta),Convolvulus (Piazzola sul Brenta),7
Eristalis (Piazzola sul Brenta),Crepis (Piazzola sul Brenta),16
Eristalis (Piazzola sul Brenta),Daucus (Piazzola sul Brenta),5
Eristalis (Piazzola sul Brenta),Erigeron (Piazzola sul Brenta),5
Eristalis (Piazzola sul Brenta),Matricaria (Piazzola sul Brenta),8
Eristalis (Piazzola sul Brenta),Medicago (Piazzola sul Brenta),1
Eristalis (Piazzola sul Brenta),Plantago (Piazzola sul Brenta),1
Eristalis (Piazzola sul Brenta),Potentilla (Piazzola sul Brenta),7
Eristalis (Piazzola sul Brenta),Rorippa (Piazzola sul Brenta),5
Eristalis (Piazzola sul Brenta),Taraxacum (Piazzola sul Brenta),5
Eristalis (Piazzola sul Brenta),Torilis (Piazzola sul Brenta),4
Eristalis (Piazzola sul Brenta),Trifolium (Piazzola sul Brenta),1
Eristalis (Piazzola sul Brenta),Valeriana (Piazzola sul Brenta),16
Eristalis (Popova Å apka),Ranunculus (Popova Å apka),3
Eristalis (PouzdÅany),Aster (PouzdÅany),1
Eristalis (PouzdÅany),Coronilla (PouzdÅany),1
Eristalis (Pove del Grappa),Anthriscus (Pove del Grappa),2
Eristalis (Pove del Grappa),Cruciata (Pove del Grappa),1
Eristalis (Pove del Grappa),Ranunculus (Pove del Grappa),5
Eristalis (Pove del Grappa),Rhinanthus (Pove del Grappa),1
Eristalis (Pove del Grappa),Silene (Pove del Grappa),1
Eristalis (Pretzien),Convolvulus (Pretzien),1
Eristalis (Pretzien),Potentilla (Pretzien),1
Eristalis (Pretzien),Tilia (Pretzien),1
Eristalis (PudasjÂrvi),Achillea (PudasjÂrvi),1
Eristalis (PudasjÂrvi),Angelica (PudasjÂrvi),1
Eristalis (Puntiro),Cistus (Puntiro),1
Eristalis (Puntiro),Daucus (Puntiro),1
Eristalis (Quero Vas),Daucus (Quero Vas),15
Eristalis (Quero Vas),Erigeron (Quero Vas),2
Eristalis (Quero Vas),Lythrum (Quero Vas),1
Eristalis (Quero Vas),Mentha (Quero Vas),128
Eristalis (Quero Vas),Scabiosa (Quero Vas),17
Eristalis (Quero Vas),Senecio (Quero Vas),1
Eristalis (Rafz),Achillea (Rafz),1
Eristalis (Rafz),Centaurea (Rafz),1
Eristalis (Rafz),Knautia (Rafz),2
Eristalis (Rafz),Leucanthemum (Rafz),1
Eristalis (Rasca),Achillea (Rasca),1
Eristalis (Rasca),Euphrasia (Rasca),1
Eristalis (Rasca),Jacobaea (Rasca),2
Eristalis (Rasca),Knautia (Rasca),3
Eristalis (Retzbach),Achillea (Retzbach),5
Eristalis (Roana),Aegopodium (Roana),18
Eristalis (Roana),Carum (Roana),13
Eristalis (Roana),Crepis (Roana),19
Eristalis (Roana),Knautia (Roana),3
Eristalis (Roana),Leucanthemum (Roana),35
Eristalis (Roana),Lotus (Roana),1
Eristalis (Roana),Plantago (Roana),2
Eristalis (Roana),Stellaria (Roana),1
Eristalis (Romano d Ezzelino),Anthriscus (Romano d Ezzelino),13
Eristalis (Romano d Ezzelino),Bistorta (Romano d Ezzelino),3
Eristalis (Romano d Ezzelino),Knautia (Romano d Ezzelino),4
Eristalis (Romano d Ezzelino),Leucanthemum (Romano d Ezzelino),11
Eristalis (Ronchi Valsugana),Diplotaxis (Ronchi Valsugana),4
Eristalis (Ropcha),Sonchus (Ropcha),1
Eristalis (SaRitxola),Cistus (SaRitxola),6
Eristalis (Sangerhausen),Bunias (Sangerhausen),1
Eristalis (Sangerhausen),Daucus (Sangerhausen),1
Eristalis (Sangerhausen),Leucanthemum (Sangerhausen),1
Eristalis (Sangerhausen),Picris (Sangerhausen),1
Eristalis (Santorini),Glaucium (Santorini),1
Eristalis (Santorini),Glebionis (Santorini),21
Eristalis (Santorini),Leontodon (Santorini),13
Eristalis (Santorso),Anthriscus (Santorso),6
Eristalis (Santorso),Knautia (Santorso),15
Eristalis (Santorso),Leucanthemum (Santorso),2
Eristalis (Santorso),Plantago (Santorso),15
Eristalis (Scania),Achillea (Scania),3
Eristalis (Scania),Cirsium (Scania),1
Eristalis (Scania),Knautia (Scania),6
Eristalis (Scania),Scorzoneroides (Scania),2
Eristalis (Scarita Belioara),Allium (Scarita Belioara),27
Eristalis (Scarita Belioara),Peucedanum (Scarita Belioara),5
Eristalis (Scarita Belioara),Scabiosa (Scarita Belioara),3
Eristalis (Scarita Belioara),Thymus (Scarita Belioara),7
Eristalis (Schio),Achillea (Schio),2
Eristalis (Schio),Aegopodium (Schio),7
Eristalis (Schio),Erigeron (Schio),4
Eristalis (Schio),Knautia (Schio),4
Eristalis (Schio),Leucanthemum (Schio),26
Eristalis (Schio),Lotus (Schio),1
Eristalis (Schio),Rhinanthus (Schio),1
Eristalis (Schortewitz),Carduus (Schortewitz),1
Eristalis (Schortewitz),Tripleurospermum (Schortewitz),2
Eristalis (Scurelle),Achillea (Scurelle),25
Eristalis (Scurelle),Aegopodium (Scurelle),8
Eristalis (Scurelle),Anthriscus (Scurelle),1
Eristalis (Scurelle),Buddleja (Scurelle),9
Eristalis (Scurelle),Centaurea (Scurelle),10
Eristalis (Scurelle),Cirsium (Scurelle),6
Eristalis (Scurelle),Coronilla (Scurelle),2
Eristalis (Scurelle),Crepis (Scurelle),2
